trabajador_id,licencia_actual_id,vuelo_id,nombre_compania,codigo_compania,rol,numero_trabajador
2,0,29,LAW,LAW,Tripulante de Cabina,2247
15,46,70,IBERIA,IBE,Piloto,2248
2,0,34,KALITTA AIR,KAI,Tripulante de Cabina,2249
26,0,35,LAW,LAW,Tripulante de Cabina,2250
0,37,146,LACSA,LRC,Piloto,2251
23,49,14,MARTINAIR HOLLAND,MPH,Piloto,2252
46,0,115,KALITTA AIR,KAI,Tripulante de Cabina,2253
15,12,134,LACSA,LRC,Piloto,2254
20,0,70,KOREAN AIR,KEA,Paramedico,2255
28,0,45,LATAM DOMESTICO,LUD,Tripulante de Cabina,2256
25,47,128,LATAM ECUADOR,XLE,Piloto,2257
7,7,13,KALITTA AIR,KAI,Copiloto,2258
14,0,33,BRITISH,BTA,Tripulante de Cabina,2259
37,25,81,KOREAN AIR,KEA,Copiloto,2260
8,15,6,LATAM ECUADOR,XLE,Copiloto,2261
4,0,140,OCEANAIR,COG,Tripulante de Cabina,2262
59,48,59,NO_COMPANY,NCY,Copiloto,2263
22,0,99,OCEANAIR,COG,Tripulante de Cabina,2264
59,17,129,LAW,LAW,Copiloto,2265
4,0,129,LAW,LAW,Tripulante de Cabina,2266
41,19,10,ETHOPIAN AIRLINES,ETA,Copiloto,2267
25,47,142,AEROVIAS DAP (centro/norte),ADC,Piloto,2268
25,36,144,LATAM ECUADOR,XLE,Piloto,2269
21,51,54,OCEANAIR,COG,Piloto,2270
50,0,37,UNITED,UAN,Paramedico,2271
22,0,131,OCEANAIR,COG,Tripulante de Cabina,2272
59,17,65,ALITALIA,AZI,Piloto,2273
0,37,145,IBERIA,IBE,Copiloto,2274
59,17,17,BRITISH,BTA,Piloto,2275
59,17,15,KOREAN AIR,KEA,Copiloto,2276
31,50,127,NO_COMPANY,NCY,Piloto,2277
3,53,0,0,0,0,2278
47,0,90,EASTERN AIRLINES,EAL,Paramedico,2279
2,0,68,IBERIA,IBE,Tripulante de Cabina,2280
59,17,53,LAW,LAW,Piloto,2281
52,0,114,LAW,LAW,Paramedico,2282
38,31,117,UNITED,UAN,Piloto,2283
9,29,33,BRITISH,BTA,Copiloto,2284
59,48,99,LATAM ARGENTINA,LAM,Copiloto,2285
56,0,46,IBERIA,IBE,Tripulante de Cabina,2286
13,0,138,KALITTA AIR,KAI,Tripulante de Cabina,2287
7,7,40,KALITTA AIR,KAI,Piloto,2288
47,0,77,EASTERN AIRLINES,EAL,Paramedico,2289
2,0,141,BRITISH,BTA,Tripulante de Cabina,2290
37,25,32,LATAM INTER,LAT,Piloto,2291
7,7,87,KALITTA AIR,KAI,Piloto,2292
21,51,28,IBERIA,IBE,Piloto,2293
5,0,30,LATAM DOMESTICO,LUD,Tripulante de Cabina,2294
14,0,74,LATAM DOMESTICO,LUD,Tripulante de Cabina,2295
25,47,91,KALITTA AIR,KAI,Piloto,2296
12,0,119,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2297
5,0,50,ALITALIA,AZI,Tripulante de Cabina,2298
25,36,138,LATAM ECUADOR,XLE,Copiloto,2299
8,15,120,AEROVIAS DAP (centro/norte),ADC,Piloto,2300
45,0,123,LAW,LAW,Paramedico,2301
56,0,104,BRITISH,BTA,Tripulante de Cabina,2302
8,45,80,MARTINAIR HOLLAND,MPH,Copiloto,2303
52,0,12,ETHOPIAN AIRLINES,ETA,Paramedico,2304
12,0,9,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2305
22,0,130,ALITALIA,AZI,Tripulante de Cabina,2306
21,22,135,IBERIA,IBE,Piloto,2307
37,25,68,LAW,LAW,Copiloto,2308
8,45,0,IBERIA,IBE,Piloto,2309
59,48,13,UNITED,UAN,Piloto,2310
11,0,122,LATAM DOMESTICO,LUD,Tripulante de Cabina,2311
37,25,63,LAW,LAW,Piloto,2312
30,0,121,LATAM ECUADOR,XLE,Paramedico,2313
21,22,111,IBERIA,IBE,Copiloto,2314
56,0,0,BRITISH,BTA,Tripulante de Cabina,2315
28,0,30,LATAM DOMESTICO,LUD,Tripulante de Cabina,2316
15,46,131,LATAM ARGENTINA,LAM,Copiloto,2317
8,15,131,IBERIA,IBE,Piloto,2318
18,0,65,LATAM CARGO,UCA,Tripulante de Cabina,2319
19,0,34,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2320
31,50,10,NO_COMPANY,NCY,Piloto,2321
8,45,110,LACSA,LRC,Piloto,2322
22,0,131,ALITALIA,AZI,Tripulante de Cabina,2323
51,0,51,NO_COMPANY,NCY,Tripulante de Cabina,2324
59,48,98,BRITISH,BTA,Piloto,2325
25,36,55,AEROVIAS DAP (centro/norte),ADC,Piloto,2326
59,48,117,KALITTA AIR,KAI,Copiloto,2327
59,48,2,QANTAS,QAF,Piloto,2328
31,50,17,LAW,LAW,Copiloto,2329
8,45,107,ETHOPIAN AIRLINES,ETA,Copiloto,2330
35,0,126,QANTAS,QAF,Paramedico,2331
16,0,112,LATAM ECUADOR,XLE,Tripulante de Cabina,2332
25,36,21,LATAM CARGO,UCA,Copiloto,2333
34,41,102,LATAM DOMESTICO,LUD,Copiloto,2334
27,0,116,NO_COMPANY,NCY,Paramedico,2335
8,45,80,IBERIA,IBE,Copiloto,2336
25,36,127,LATAM CARGO,UCA,Copiloto,2337
21,51,84,LATAM ECUADOR,XLE,Copiloto,2338
23,49,92,LACSA,LRC,Piloto,2339
19,0,50,LATAM ECUADOR,XLE,Tripulante de Cabina,2340
25,47,72,AEROVIAS DAP (centro/norte),ADC,Piloto,2341
25,47,142,LATAM ECUADOR,XLE,Piloto,2342
34,2,34,UNITED,UAN,Piloto,2343
59,48,53,QANTAS,QAF,Piloto,2344
49,0,139,UNITED,UAN,Paramedico,2345
2,0,45,KALITTA AIR,KAI,Tripulante de Cabina,2346
59,48,3,QANTAS,QAF,Copiloto,2347
37,25,96,LATAM INTER,LAT,Piloto,2348
59,17,123,LATAM ARGENTINA,LAM,Copiloto,2349
59,17,86,NO_COMPANY,NCY,Copiloto,2350
51,0,140,KALITTA AIR,KAI,Tripulante de Cabina,2351
47,0,131,ETHOPIAN AIRLINES,ETA,Paramedico,2352
54,0,11,KOREAN AIR,KEA,Copiloto,2353
59,17,4,LAW,LAW,Copiloto,2354
8,45,0,LATAM INTER,LAT,Piloto,2355
21,51,28,OCEANAIR,COG,Piloto,2356
34,2,6,UNITED,UAN,Piloto,2357
12,0,87,KOREAN AIR,KEA,Tripulante de Cabina,2358
34,2,50,QANTAS,QAF,Copiloto,2359
5,0,75,ALITALIA,AZI,Tripulante de Cabina,2360
23,49,52,LACSA,LRC,Piloto,2361
30,0,6,LATAM CARGO,UCA,Paramedico,2362
10,11,92,ETHOPIAN AIRLINES,ETA,Copiloto,2363
25,36,147,EASTERN AIRLINES,EAL,Copiloto,2364
59,48,9,KALITTA AIR,KAI,Copiloto,2365
59,17,101,EASTERN AIRLINES,EAL,Copiloto,2366
58,0,60,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2367
8,45,6,LATAM INTER,LAT,Copiloto,2368
59,48,17,ALITALIA,AZI,Piloto,2369
49,0,102,LATAM DOMESTICO,LUD,Paramedico,2370
25,47,38,LATAM ECUADOR,XLE,Copiloto,2371
8,15,107,IBERIA,IBE,Copiloto,2372
0,37,59,NO_COMPANY,NCY,Piloto,2373
2,0,81,LAW,LAW,Tripulante de Cabina,2374
18,0,81,LATAM CARGO,UCA,Tripulante de Cabina,2375
25,36,147,BRITISH,BTA,Copiloto,2376
38,40,117,EASTERN AIRLINES,EAL,Piloto,2377
32,0,67,QANTAS,QAF,Paramedico,2378
4,0,2,KALITTA AIR,KAI,Tripulante de Cabina,2379
59,48,35,KOREAN AIR,KEA,Copiloto,2380
46,0,108,LATAM DOMESTICO,LUD,Tripulante de Cabina,2381
47,0,47,ETHOPIAN AIRLINES,ETA,Paramedico,2382
2,0,78,IBERIA,IBE,Tripulante de Cabina,2383
22,0,110,UNITED,UAN,Tripulante de Cabina,2384
42,0,60,ALITALIA,AZI,Tripulante de Cabina,2385
22,0,130,LATAM ARGENTINA,LAM,Tripulante de Cabina,2386
58,0,122,NO_COMPANY,NCY,Tripulante de Cabina,2387
25,36,112,LATAM CARGO,UCA,Copiloto,2388
8,15,142,ETHOPIAN AIRLINES,ETA,Copiloto,2389
8,45,67,LATAM DOMESTICO,LUD,Piloto,2390
8,15,0,LATAM DOMESTICO,LUD,Piloto,2391
59,48,9,UNITED,UAN,Copiloto,2392
38,40,77,EASTERN AIRLINES,EAL,Piloto,2393
39,0,126,QANTAS,QAF,Tripulante de Cabina,2394
33,0,65,BRITISH,BTA,Tripulante de Cabina,2395
8,15,0,ETHOPIAN AIRLINES,ETA,Piloto,2396
8,45,144,LATAM DOMESTICO,LUD,Copiloto,2397
58,0,5,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2398
59,48,4,LATAM ARGENTINA,LAM,Copiloto,2399
22,0,109,OCEANAIR,COG,Tripulante de Cabina,2400
13,0,138,KOREAN AIR,KEA,Tripulante de Cabina,2401
16,0,125,LATAM ECUADOR,XLE,Tripulante de Cabina,2402
32,0,134,QANTAS,QAF,Paramedico,2403
24,35,58,LATAM CARGO,UCA,Piloto,2404
8,15,100,AEROVIAS DAP (centro/norte),ADC,Copiloto,2405
32,0,42,LATAM INTER,LAT,Paramedico,2406
17,28,79,EASTERN AIRLINES,EAL,Piloto,2407
45,0,74,EASTERN AIRLINES,EAL,Paramedico,2408
0,37,62,NO_COMPANY,NCY,Copiloto,2409
15,12,46,EASTERN AIRLINES,EAL,Piloto,2410
46,0,38,KALITTA AIR,KAI,Tripulante de Cabina,2411
59,48,35,KALITTA AIR,KAI,Copiloto,2412
59,48,48,QANTAS,QAF,Piloto,2413
59,17,35,EASTERN AIRLINES,EAL,Copiloto,2414
22,0,90,LACSA,LRC,Tripulante de Cabina,2415
59,17,2,BRITISH,BTA,Piloto,2416
23,49,62,MARTINAIR HOLLAND,MPH,Piloto,2417
8,15,0,LATAM INTER,LAT,Piloto,2418
35,0,31,IBERIA,IBE,Paramedico,2419
23,49,97,NO_COMPANY,NCY,Piloto,2420
24,35,85,LATAM ECUADOR,XLE,Copiloto,2421
0,37,70,LACSA,LRC,Copiloto,2422
46,0,136,UNITED,UAN,Tripulante de Cabina,2423
23,49,24,LACSA,LRC,Copiloto,2424
25,47,103,EASTERN AIRLINES,EAL,Copiloto,2425
31,50,16,AEROVIAS DAP (centro/norte),ADC,Copiloto,2426
21,51,124,LATAM ECUADOR,XLE,Copiloto,2427
24,35,112,LATAM ECUADOR,XLE,Piloto,2428
56,0,98,UNITED,UAN,Tripulante de Cabina,2429
2,0,68,KALITTA AIR,KAI,Tripulante de Cabina,2430
13,0,8,KOREAN AIR,KEA,Tripulante de Cabina,2431
13,0,107,KALITTA AIR,KAI,Tripulante de Cabina,2432
15,46,134,LACSA,LRC,Piloto,2433
34,2,34,LATAM ARGENTINA,LAM,Piloto,2434
8,15,107,LACSA,LRC,Copiloto,2435
25,47,125,EASTERN AIRLINES,EAL,Copiloto,2436
11,0,22,NO_COMPANY,NCY,Tripulante de Cabina,2437
41,19,25,LATAM DOMESTICO,LUD,Piloto,2438
25,36,148,BRITISH,BTA,Copiloto,2439
25,36,81,KALITTA AIR,KAI,Piloto,2440
32,0,79,LATAM INTER,LAT,Paramedico,2441
30,0,135,LATAM CARGO,UCA,Paramedico,2442
41,19,93,IBERIA,IBE,Piloto,2443
59,48,57,BRITISH,BTA,Copiloto,2444
59,17,20,ALITALIA,AZI,Copiloto,2445
8,15,12,AEROVIAS DAP (centro/norte),ADC,Piloto,2446
8,15,76,LATAM DOMESTICO,LUD,Copiloto,2447
34,2,109,OCEANAIR,COG,Copiloto,2448
0,37,62,LATAM CARGO,UCA,Copiloto,2449
59,17,117,LATAM ARGENTINA,LAM,Copiloto,2450
42,0,130,KALITTA AIR,KAI,Tripulante de Cabina,2451
48,0,52,LAW,LAW,Tripulante de Cabina,2452
53,0,61,AEROVIAS DAP (centro/norte),ADC,Paramedico,2453
59,17,1,NO_COMPANY,NCY,Copiloto,2454
31,50,71,AEROVIAS DAP (centro/norte),ADC,Piloto,2455
28,0,9,LAW,LAW,Tripulante de Cabina,2456
37,25,83,LAW,LAW,Copiloto,2457
59,17,13,NO_COMPANY,NCY,Piloto,2458
21,22,133,LATAM ECUADOR,XLE,Piloto,2459
15,12,134,IBERIA,IBE,Piloto,2460
24,35,25,ETHOPIAN AIRLINES,ETA,Copiloto,2461
25,47,145,BRITISH,BTA,Piloto,2462
25,36,142,AEROVIAS DAP (centro/norte),ADC,Piloto,2463
8,45,76,MARTINAIR HOLLAND,MPH,Copiloto,2464
59,48,53,KOREAN AIR,KEA,Piloto,2465
59,48,31,NO_COMPANY,NCY,Piloto,2466
56,0,66,UNITED,UAN,Tripulante de Cabina,2467
59,17,129,KALITTA AIR,KAI,Copiloto,2468
32,0,148,QANTAS,QAF,Paramedico,2469
0,37,86,LACSA,LRC,Piloto,2470
27,0,57,ALITALIA,AZI,Paramedico,2471
49,0,99,UNITED,UAN,Paramedico,2472
37,25,32,BRITISH,BTA,Piloto,2473
17,28,47,OCEANAIR,COG,Copiloto,2474
21,22,136,OCEANAIR,COG,Piloto,2475
59,17,53,BRITISH,BTA,Piloto,2476
40,0,100,LAW,LAW,Paramedico,2477
25,36,81,LATAM CARGO,UCA,Piloto,2478
32,0,79,QANTAS,QAF,Paramedico,2479
8,45,142,LATAM DOMESTICO,LUD,Copiloto,2480
25,36,148,KALITTA AIR,KAI,Copiloto,2481
52,0,26,LAW,LAW,Paramedico,2482
22,0,130,EASTERN AIRLINES,EAL,Tripulante de Cabina,2483
4,0,98,KALITTA AIR,KAI,Tripulante de Cabina,2484
50,0,95,UNITED,UAN,Paramedico,2485
8,15,88,LATAM ECUADOR,XLE,Copiloto,2486
37,25,91,QANTAS,QAF,Copiloto,2487
12,0,56,KOREAN AIR,KEA,Tripulante de Cabina,2488
58,0,5,LACSA,LRC,Tripulante de Cabina,2489
7,7,1,BRITISH,BTA,Piloto,2490
37,25,82,QANTAS,QAF,Piloto,2491
21,51,98,IBERIA,IBE,Copiloto,2492
59,48,101,QANTAS,QAF,Copiloto,2493
39,0,9,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2494
20,0,24,LACSA,LRC,Paramedico,2495
59,48,108,OCEANAIR,COG,Piloto,2496
45,0,52,MARTINAIR HOLLAND,MPH,Paramedico,2497
2,0,2,IBERIA,IBE,Tripulante de Cabina,2498
34,2,34,ALITALIA,AZI,Piloto,2499
56,0,27,UNITED,UAN,Tripulante de Cabina,2500
59,48,3,BRITISH,BTA,Copiloto,2501
38,31,90,UNITED,UAN,Piloto,2502
34,41,50,OCEANAIR,COG,Copiloto,2503
56,0,139,IBERIA,IBE,Tripulante de Cabina,2504
23,49,52,LAW,LAW,Piloto,2505
22,0,89,ALITALIA,AZI,Tripulante de Cabina,2506
37,25,105,LATAM INTER,LAT,Copiloto,2507
37,25,27,LAW,LAW,Copiloto,2508
59,17,129,OCEANAIR,COG,Copiloto,2509
56,0,136,BRITISH,BTA,Tripulante de Cabina,2510
15,12,24,LATAM ARGENTINA,LAM,Piloto,2511
59,48,73,LAW,LAW,Copiloto,2512
56,0,115,KALITTA AIR,KAI,Tripulante de Cabina,2513
31,50,135,LAW,LAW,Copiloto,2514
8,45,6,LATAM ARGENTINA,LAM,Copiloto,2515
59,48,73,EASTERN AIRLINES,EAL,Copiloto,2516
25,36,145,KALITTA AIR,KAI,Piloto,2517
31,50,57,LAW,LAW,Piloto,2518
35,0,32,QANTAS,QAF,Paramedico,2519
8,15,55,LATAM INTER,LAT,Copiloto,2520
25,36,58,KALITTA AIR,KAI,Copiloto,2521
8,15,67,ETHOPIAN AIRLINES,ETA,Piloto,2522
27,0,17,ALITALIA,AZI,Paramedico,2523
21,22,28,AEROVIAS DAP (centro/norte),ADC,Piloto,2524
23,49,14,NO_COMPANY,NCY,Piloto,2525
17,28,120,EASTERN AIRLINES,EAL,Copiloto,2526
59,17,31,LAW,LAW,Piloto,2527
59,48,123,KALITTA AIR,KAI,Copiloto,2528
9,29,42,MARTINAIR HOLLAND,MPH,Copiloto,2529
59,17,65,QANTAS,QAF,Piloto,2530
11,0,45,LATAM INTER,LAT,Tripulante de Cabina,2531
37,25,91,LAW,LAW,Copiloto,2532
21,22,111,KALITTA AIR,KAI,Copiloto,2533
59,48,17,KOREAN AIR,KEA,Piloto,2534
15,46,46,EASTERN AIRLINES,EAL,Piloto,2535
17,28,118,OCEANAIR,COG,Piloto,2536
5,0,138,ALITALIA,AZI,Tripulante de Cabina,2537
31,50,18,ETHOPIAN AIRLINES,ETA,Copiloto,2538
59,48,129,UNITED,UAN,Copiloto,2539
25,36,125,LATAM ECUADOR,XLE,Copiloto,2540
59,17,4,EASTERN AIRLINES,EAL,Copiloto,2541
25,47,148,LATAM CARGO,UCA,Copiloto,2542
1,0,50,LATAM ECUADOR,XLE,Tripulante de Cabina,2543
8,15,56,LATAM ARGENTINA,LAM,Piloto,2544
22,0,130,OCEANAIR,COG,Tripulante de Cabina,2545
17,28,89,OCEANAIR,COG,Copiloto,2546
12,0,127,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2547
31,50,23,NO_COMPANY,NCY,Piloto,2548
21,51,38,OCEANAIR,COG,Piloto,2549
8,45,67,IBERIA,IBE,Piloto,2550
18,0,81,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina,2551
16,0,10,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina,2552
34,41,106,OCEANAIR,COG,Copiloto,2553
38,31,123,UNITED,UAN,Piloto,2554
59,17,74,KALITTA AIR,KAI,Piloto,2555
5,0,101,KALITTA AIR,KAI,Tripulante de Cabina,2556
21,22,54,IBERIA,IBE,Piloto,2557
4,0,32,KALITTA AIR,KAI,Tripulante de Cabina,2558
8,15,12,LATAM ARGENTINA,LAM,Piloto,2559
59,48,57,NO_COMPANY,NCY,Copiloto,2560
24,35,95,KOREAN AIR,KEA,Copiloto,2561
53,0,38,AEROVIAS DAP (centro/norte),ADC,Paramedico,2562
42,0,115,ALITALIA,AZI,Tripulante de Cabina,2563
4,0,98,OCEANAIR,COG,Tripulante de Cabina,2564
25,36,141,LATAM CARGO,UCA,Copiloto,2565
5,0,40,LATAM DOMESTICO,LUD,Tripulante de Cabina,2566
11,0,134,NO_COMPANY,NCY,Tripulante de Cabina,2567
2,0,138,LAW,LAW,Tripulante de Cabina,2568
8,15,6,LATAM ARGENTINA,LAM,Copiloto,2569
25,47,142,KALITTA AIR,KAI,Piloto,2570
42,0,19,ALITALIA,AZI,Tripulante de Cabina,2571
0,37,143,IBERIA,IBE,Copiloto,2572
58,0,68,NO_COMPANY,NCY,Tripulante de Cabina,2573
8,45,131,LATAM ECUADOR,XLE,Piloto,2574
31,50,37,NO_COMPANY,NCY,Copiloto,2575
8,45,60,MARTINAIR HOLLAND,MPH,Copiloto,2576
34,41,6,UNITED,UAN,Piloto,2577
25,47,142,EASTERN AIRLINES,EAL,Piloto,2578
12,0,7,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2579
17,28,79,MARTINAIR HOLLAND,MPH,Piloto,2580
59,48,126,UNITED,UAN,Copiloto,2581
27,0,17,NO_COMPANY,NCY,Paramedico,2582
15,46,44,IBERIA,IBE,Piloto,2583
31,50,37,LATAM ECUADOR,XLE,Copiloto,2584
58,0,1,LACSA,LRC,Tripulante de Cabina,2585
59,48,123,KOREAN AIR,KEA,Copiloto,2586
34,41,34,ALITALIA,AZI,Piloto,2587
8,45,56,LATAM ECUADOR,XLE,Piloto,2588
12,0,3,LAW,LAW,Tripulante de Cabina,2589
59,17,52,BRITISH,BTA,Copiloto,2590
37,25,105,BRITISH,BTA,Copiloto,2591
59,48,123,OCEANAIR,COG,Copiloto,2592
20,0,110,LATAM ARGENTINA,LAM,Paramedico,2593
38,40,74,EASTERN AIRLINES,EAL,Copiloto,2594
38,40,99,EASTERN AIRLINES,EAL,Piloto              ,2595
12,0,61,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2596
19,0,10,LATAM DOMESTICO,LUD,Tripulante de Cabina,2597
43,0,127,BRITISH,BTA,Paramedico,2598
37,25,82,BRITISH,BTA,Piloto,2599
21,51,135,OCEANAIR,COG,Piloto,2600
46,0,50,UNITED,UAN,Tripulante de Cabina,2601
25,47,58,AEROVIAS DAP (centro/norte),ADC,Copiloto,2602
21,22,140,AEROVIAS DAP (centro/norte),ADC,Piloto,2603
8,15,110,IBERIA,IBE,Piloto,2604
59,48,66,KALITTA AIR,KAI,Piloto,2605
22,0,99,KALITTA AIR,KAI,Tripulante de Cabina,2606
1,0,6,KOREAN AIR,KEA,Tripulante de Cabina,2607
8,15,55,MARTINAIR HOLLAND,MPH,Copiloto,2608
37,25,63,LATAM INTER,LAT,Piloto,2609
22,0,99,LATAM ARGENTINA,LAM,Tripulante de Cabina,2610
8,15,41,IBERIA,IBE,Copiloto,2611
59,48,4,UNITED,UAN,Copiloto,2612
8,15,41,LACSA,LRC,Copiloto,2613
22,0,101,LACSA,LRC,Tripulante de Cabina,2614
8,45,109,LATAM ARGENTINA,LAM,Piloto,2615
19,0,85,MARTINAIR HOLLAND,MPH,Tripulante de Cabina,2616
15,12,77,IBERIA,IBE,Copiloto,2617
25,47,145,EASTERN AIRLINES,EAL,Piloto,2618
59,48,65,LATAM ARGENTINA,LAM,Piloto,2619
18,0,107,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina,2620
13,0,38,LATAM CARGO,UCA,Tripulante de Cabina,2621
49,0,139,KALITTA AIR,KAI,Paramedico,2622
9,29,65,MARTINAIR HOLLAND,MPH,Copiloto,2623
34,2,108,ALITALIA,AZI,Copiloto,2624
34,2,121,LATAM ARGENTINA,LAM,Copiloto,2625
0,37,70,ALITALIA,AZI,Copiloto,2626
50,0,85,LATAM ECUADOR,XLE,Paramedico,2627
8,45,60,AEROVIAS DAP (centro/norte),ADC,Copiloto,2628
8,45,6,MARTINAIR HOLLAND,MPH,Copiloto,2629
59,17,117,EASTERN AIRLINES,EAL,Copiloto,2630
25,47,33,AEROVIAS DAP (centro/norte),ADC,Piloto,2631
37,25,94,QANTAS,QAF,Piloto,2632
17,28,120,MARTINAIR HOLLAND,MPH,Copiloto,2633
47,0,111,LATAM ARGENTINA,LAM,Paramedico,2634
8,45,144,LATAM ARGENTINA,LAM,Copiloto,2635
51,0,138,NO_COMPANY,NCY,Tripulante de Cabina,2636
34,41,47,LATAM ARGENTINA,LAM,Piloto,2637
31,50,85,LATAM ECUADOR,XLE,Piloto,2638
21,22,135,OCEANAIR,COG,Piloto,2639
8,45,0,ETHOPIAN AIRLINES,ETA,Piloto,2640
45,0,123,MARTINAIR HOLLAND,MPH,Paramedico,2641
16,0,12,LATAM ECUADOR,XLE,Tripulante de Cabina,2642
17,28,90,LATAM INTER,LAT,Copiloto,2643
16,0,112,EASTERN AIRLINES,EAL,Tripulante de Cabina,2644
59,48,1,LAW,LAW,Copiloto,2645
59,48,2,KOREAN AIR,KEA,Piloto,2646
37,25,79,LAW,LAW,Copiloto,2647
22,0,108,LATAM ARGENTINA,LAM,Tripulante de Cabina,2648
37,25,79,BRITISH,BTA,Copiloto,2649
25,47,37,EASTERN AIRLINES,EAL,Piloto,2650
59,17,1,KALITTA AIR,KAI,Copiloto,2651
59,48,59,QANTAS,QAF,Copiloto,2652
37,25,113,LATAM INTER,LAT,Piloto,2653
37,25,4,LATAM INTER,LAT,Piloto,2654
59,48,86,NO_COMPANY,NCY,Copiloto,2655
23,49,24,LAW,LAW,Copiloto,2656
54,0,132,ALITALIA,AZI,Piloto,2657
59,48,35,QANTAS,QAF,Copiloto,2658
40,0,88,ETHOPIAN AIRLINES,ETA,Paramedico,2659
8,15,87,MARTINAIR HOLLAND,MPH,Copiloto,2660
37,25,113,KOREAN AIR,KEA,Piloto,2661
59,48,48,OCEANAIR,COG,Piloto,2662
13,0,20,LATAM CARGO,UCA,Tripulante de Cabina,2663
49,0,99,KALITTA AIR,KAI,Paramedico,2664
15,12,130,LACSA,LRC,Piloto,2665
8,45,76,LATAM CARGO,UCA,Copiloto,2666
25,47,29,BRITISH,BTA,Piloto,2667
22,0,36,LACSA,LRC,Tripulante de Cabina,2668
58,0,39,BRITISH,BTA,Tripulante de Cabina,2669
59,17,117,ALITALIA,AZI,Copiloto,2670
59,17,126,BRITISH,BTA,Copiloto,2671
34,2,47,LATAM ARGENTINA,LAM,Piloto,2672
25,36,119,EASTERN AIRLINES,EAL,Copiloto,2673
56,0,124,UNITED,UAN,Tripulante de Cabina,2674
40,0,39,NO_COMPANY,NCY,Paramedico,2675
21,22,61,LATAM ECUADOR,XLE,Piloto,2676
8,15,12,LATAM CARGO,UCA,Piloto,2677
59,17,53,OCEANAIR,COG,Piloto,2678
1,0,34,LATAM ECUADOR,XLE,Tripulante de Cabina,2679
25,36,147,LATAM CARGO,UCA,Copiloto,2680
59,17,73,LAW,LAW,Copiloto,2681
22,0,110,KALITTA AIR,KAI,Tripulante de Cabina,2682
22,0,73,KALITTA AIR,KAI,Tripulante de Cabina,2683
42,0,24,KALITTA AIR,KAI,Tripulante de Cabina,2684
46,0,133,UNITED,UAN,Tripulante de Cabina,2685
31,50,26,LAW,LAW,Copiloto,2686
5,0,30,KALITTA AIR,KAI,Tripulante de Cabina,2687
41,19,50,LATAM DOMESTICO,LUD,Piloto,2688
14,0,121,BRITISH,BTA,Tripulante de Cabina,2689
24,35,58,LATAM ECUADOR,XLE,Piloto,2690
7,7,133,AEROVIAS DAP (centro/norte),ADC,Copiloto,2691
15,46,131,LATAM INTER,LAT,Copiloto,2692
21,22,98,LATAM ECUADOR,XLE,Copiloto,2693
59,17,98,NO_COMPANY,NCY,Piloto,2694
8,15,144,MARTINAIR HOLLAND,MPH,Copiloto,2695
8,15,64,LATAM INTER,LAT,Copiloto,2696
59,48,2,OCEANAIR,COG,Piloto,2697
21,22,98,KALITTA AIR,KAI,Copiloto,2698
53,0,91,BRITISH,BTA,Paramedico,2699
58,0,17,NO_COMPANY,NCY,Tripulante de Cabina,2700
59,48,20,KALITTA AIR,KAI,Copiloto,2701
8,15,142,MARTINAIR HOLLAND,MPH,Copiloto,2702
59,48,39,KOREAN AIR,KEA,Piloto,2703
39,0,126,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,2704
56,0,108,IBERIA,IBE,Tripulante de Cabina,2705
8,45,88,LATAM CARGO,UCA,Copiloto,2706
59,48,108,LAW,LAW,Piloto,2707
0,37,75,LACSA,LRC,Copiloto,2708
2,0,124,LATAM DOMESTICO,LUD,Tripulante de Cabina,2709
2,0,48,BRITISH,BTA,Tripulante de Cabina,2710
59,17,86,LAW,LAW,Copiloto,2711
59,48,3,EASTERN AIRLINES,EAL,Copiloto,2712
59,17,52,UNITED,UAN,Copiloto,2713
59,17,66,LATAM ARGENTINA,LAM,Piloto,2714
16,0,125,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina,2715
34,41,102,OCEANAIR,COG,Copiloto,2716
37,25,15,LATAM INTER,LAT,Piloto,2717
34,2,102,ALITALIA,AZI,Copiloto,2718
7,7,133,KALITTA AIR,KAI,Copiloto,2719
51,0,38,KALITTA AIR,KAI,Tripulante de Cabina,2720
59,48,73,UNITED,UAN,Copiloto,2721
58,0,23,UNITED,UAN,Tripulante de Cabina,2722
27,0,101,NO_COMPANY,NCY,Paramedico,2723
7,7,54,KALITTA AIR,KAI,Copiloto,2724
5,0,141,UNITED,UAN,Tripulante de Cabina,2725
53,0,56,AEROVIAS DAP (centro/norte),ADC,Paramedico,2726
7,7,8,ALITALIA,AZI,Piloto,2727
50,0,2,UNITED,UAN,Paramedico,2728
